name	review	raiting	quality
Finding Nemo	"I have enjoyed most of the computer-animated films made so far, ranging from Pixar films like ""Toy Story"" and ""The Incredibles"" to DreamWorks films like ""Shrek."" But ""Finding Nemo"" is the one that remains unparalleled, not because of its comedy or creativity, both of which are equaled in the ""Toy Story"" movies and in ""Monsters Inc.,"" but because it truly, more than any of the previous computer-animated features, reinvents the genre of the children's animated film.Humor in traditional animation is usually based on broad slapstick and physical exaggeration. There are occasional nods to this brand of humor in ""Finding Nemo,""I'll be totally honest and confirm to you that everything what they say about this movie is true. It's a brilliantly animated masterpiece with lots of humor that actually works and a plot that really brings tears to your eyes from time to time. The modern artists of Pixar never cease to amaze the audience in expanding their horizons. Finding Nemo is visually stunning and you can have nothing but respect for the people who created it. I was more or less skeptic about watching it, because it was so overhyped ! Two days before it got released in myMarlin, a nervous and neurotic clownfish is heavily overprotective of his son Nemo, who only wants to explore the sea in its entirety. When Nemo gets caught by a scuba diver and taken away, it is up to Marlin to swallow his own fears and find Nemo. The ensuing search and rescue organized by the him is a mass effort by swimming and flying creatures of all sizes and personalities, such as a threesome of vegetarian sharks, a fish with short term memory and an aged turtle, all helping him realise the error of his ways in restricting himself toPixar Studios have done it again. I have to say that these guys are totally good in computer animation, as well as in storytelling. Rarely do those qualities come together but here they are, delivering unto the audience once again something that one can only be drowned with wonder. Such is the marvel of Finding Nemo.The story is about Nemo (voiced by Alexander Gould), a young clownfish who is fed up with his dad Marlin's (Albert Brooks) excessive paranoia over him. He swims to a place where his dad forbids him and ends up being captured by a scuba diver.Those guys and girls at Disney/Pixar have done it again, they've created the perfect underwater world, full of fascinating Disney characters.A truly enchanting story of a father (Marlon) who loses his son (Nemo), and with help of his new found friend (Dory) ventures out into the ocean to try to find him. On this epic voyage he gets to battle sharks, surf with some turtle dudes, dice with some jellyfish and survive an encounter in a whales stomach.All the characters are vibrant with Disney charm, but my favourite is Dory, the comic relief, probably one of the funniest Disney characters"	8.1	1
The Incredibles	"Shortly after Dreamworks screwed up with the uninspired ""Shark Tale"", Pixar contains its remarkably success story with ""The Incredibles"". And while I have to say that I liked ""Finding Nemo"" a bit better, ""The Incredibles"" is still an amazing movie.First of all, this is because it's funny. It's not so funny that you're constantly laughing out loud, but there are more than enough good jokes in the movie to keep you entertained, and it's full of good observations about superhero movies (note all the ridiculous superhero and villain names) and references to other movies. It's also a brilliant James BondWOW! What a movie. I can honestly say this is in my top ten movies of all time, how do Pixar continue to out do themselves at every movie release?The Incredibles is a fantastic story, wonderfully scripted and with the most stunning animation you have ever seen, it provides a perfectly rounded story with plenty of action, laughs and (almost) tears.Basically, this is a story of a man encountering a mid life crisis and leaping headlong into it without a care or a thought for his family, proving exceedingly selfish and failing to see the good in his life. MeanwhileWriter-director Brad Bird here has something that I was caught off-guard by just a bit. I always expect Pixar films to be above-par, family entertainment, the kinds of films that can have an appeal to adults on a satirical, jab-in-the-side effect by having the characters reacting to each other as they would on a film with a higher rating, whilst giving the bright colors, action, and silliness that appeals to kids. Watching The Incredibles, their sixth feature-length offering, I wasn't so entertained and amused since their 98 film A Bug's Life, and it almost brought me back to the emotionalThe Incredibles is a great film, and probably my favourite Pixar picture (Toy Story is the best, but that's different to favourite). It takes a while to properly get into the action, but when it does, it delivers it in spades.And that's exactly it. I would actually call The Incredibles an animated action film, because to be honest, I don't think there was enough comedy to call it an animated action comedy film. There are quite a few funny moments, but the gags don't come as fast as Finding Nemo or Toy Story.That being said, it does have truly amazingI hope that this movie does really well because this has to be one of the best animated movies I have ever seen. The story is really cool and it's obvious that there is a lot of respect here for the source of superheroes, whether it be comic books, serial flicks or Saturday morning cartoons.The movie has an undeniably cool retro feel to it and it shows not only in the design of the picture but also in the music, which definitely sounds like something out of a 60's 007 flick. It is also unusually dark, especially for a Pixar"	8.0	1
Iron Man 3	"Yes you heard me Iron Man 3 is an improvement over lackluster Iron Man 2. I am glad Shane Black replaced the director Jon Favreau who ruined the sequel and didn't know what to do with the movie. I love this movie and it is one of my favorites MCU films. I love it more than the last ""Iron Man"" movie The third entry of Iron Man is a decent kick-ass bad-ass action film. There is a ton of action in there. The characters are better developments. Iron Man 3 is MILES way better than Doctor Strange, Black Panther, Thor:Iron Man 3 (2013) is A Marvel pure, fun, popcorn, Action Film and the third entry of the Iron Man trilogy. It is an awesome superhero Action flick a huge improvement over Iron Man 2 (2010) and million ways better than the new Marvel comic book film Avengers: Age of Ultron (2015)!!!!!!!! This film is very criticized and bashed from it is fans. I admit it the first time I watched this film, I hated it, with the Mandarian joke the twist and Guy Pearce been the bad guy and so on. But now after I watch it I wasThe first time I saw this movie I really didn't like it, I had just come off the high of ""The Avengers"" and let me make it clear, this one isn't as good. That said it is significantly better than Iron Man 2 and that's because the story is deeper and direct. There's a lot less focus on explosions and fancy effects (although there is plenty of that) and more on dialogue and character development.One thing I like about this movie is that you get to learn more about Tony Stark, as much as I loved his arrogance in IM1,Iron Man 3 is, for me at least, one big letdown. It is not a bad movie but it certainly is not what you'd expect after The Avengers. Robert Downey's charismatic take on the character was the big reason of the success of the previous movies in the franchise and he still hasn't lost his charm. He delivers his lines as witty as he can but at one moment the jokes become one too many. The movie derails from what it should be and becomes a comedy. And not in the good way. Most of the jokes are out ofIron Man 3 is the first Marvel film to be released since 2012's mega-hit, The Avengers. If this movie is any indication, I think we are off to a very good start. All things considered, this may be the best film in the Iron Man franchise to date. The story arc keeps getting better, especially when Tony Stark takes off with Nolan-esque emotions and of course, with the rather infamous twist that I happened to like. The CGI is the best of the series and that is evident in the action-packed scenes involving all the suits. I guess it's true"	7.2	0
Pirates of the Caribbean: Dead Man's Chest	"This movie has everything a good blockbuster should have: star cast, special effects, a healthy dose of drama, romance, a villain (so to say), sadly also a rather weak story, with an ending just calling for ""part three"" (just like the last second in the Matrix trilogy) I didn't get that feeling, that the adventure is finished somehow, more like a soap opera ending. On the other hand some dialogs are really funny, and the whole movie is more like a parody on pirates. All and all: go and see this, sit down in that cinema and have a goodWell, first of all, when I read the review for the movie in my hometown paper, I was a little scared that Pirates might be a let down. The trailer and the movie clips, it seemed, didn't really let on that there was much of a story line -- that it just kind of goes on and on and on, like the Matrix 2, with no storyline -- just fighting. Plus, most people do agree: sequels are hardly ever as good as the originals. And in this case, it's true... Pirates of the Caribbean: Dead Man's Chest isn't the original.Some blockbuster movies pretend to be more than they actually are. They sometimes even try to be philosophical. 'Pirates of the Caribbean: Dead Man's Chest', thank goodness, does no such thing. From start to finish, it practically flaunts the fact that it is pure and utter entertainment, comic yet breathtaking. The slapstick comedy involving the various sequences on the cannibal island and the water mill are amusing, the scenes at sea with the Flying Dutchman and the Kraken draw gasps, and, as ever, the antics of Johnny Depp as Captain Jack Sparrow brings endless pleasure. Keira Knightley as Elizabeth SwannThe first time I saw 'Pirates of the Caribbean: Dead Man's Chest', I disliked it so much that I didn't bother finishing. However, something motivated me to give it another chance and surprisingly I enjoyed it. It is quite well executed. The action sequences and stunts are brilliantly choreographed. My favourite one was the three-way sword fight that continued through a spinning wheel. I liked that the director used minimal CGI for these scenes. The cinematography is stunning and the exotic landscape is breathtaking.The actors do a fairly good job of reprising their role. It's great to see Johnny DeppAs a sequel, it had much to live up to the glory of the first film, and personally, I thought it had done rather well. The special effects on Bill Nighy (Davey Jones) and his pirate crew was perhaps the best; it was very realistic. The movie had a bit of a slow start, but overall was a wonderful film. Johnny Depp did well in his portrayal of Captain Jack Sparrow, as previously in the first film. Keira Knightley and Bill Nighy were also of mentionable performances. I thought Orlando Bloom was a little wooden, as I thought of his"	7.3	0
Spirited Away	"Personally, I've never seen anything as original in an animated film as in this deeply mythical fairytale. What a surreal idea for a movie! It's hard to find an adequate description (because I also don't want to spoil this in the slightest way) but this film has a sense of ""otherness"" to it - for lack of a better word - like none I've ever seen. And the strange, mythical nature of this film - apart from the amazing artwork - is probably one of the main reasons for its appeal to me. Maybe the themes of the story don't'Spirited Away' is the first Miyazaki I have seen, but from this stupendous film I can tell he is a master storyteller. A hallmark of a good storyteller is making the audience empathise or pull them into the shoes of the central character. Miyazaki does this brilliantly in 'Spirited Away'. During the first fifteen minutes we have no idea what is going on. Neither does the main character Chihiro. We discover the world as Chihiro does and it's truly amazing to watch. But Miyazaki doesn't seem to treat this world as something amazing. The world is filmed just like ourThere is simply no denying that Miyazaki is the Godfather of Japanese Animation, time and time again delivering unto the public works of such incredible beauty, such stunning visual and sensory delights, such mastery of storytelling, that one can only be left speechless. Overwhelmed. Intoxicated with wonder. Such is the magic of Spirited Away.Much like Miyazaki's previous feature Princess Mononoke, Spirited Away is an epic fairytale fantasy that deserves no better medium than the stunning animation work of Studio Ghibli. This multiple award-winning masterpiece has grown to become the largest grossing film in Japanese history, and rightly so. From theSpirited Away is one of the most perfect movies I have ever seen. The least I can say about it is that there was not a single moment during it that my attention wasn't completely focused. The plot was fantastic and full-bodied. Each character was given so much personality, even the little soot spiders weren't treated as two-dimensional.In a way the whole film felt like a dream, in that it is seamless. It flows, effortlessly, from scene to scene, from emotion to emotion - straight from terror and tragedy to comedy - without the subtle bump that wakes you up,Last year I saw Spirited Away on it's UK release. I've never been a particular fan of anime, and it didn't really occur to me that I was watching a foreign language film dubbed into English (or 'American'). I can't imagine seeing a live action foreign language film dubbed into another language, but hey, this is a kids cartoon, what does it matter? Up to a point it didn't, because I loved the film. I enjoyed it so much I set about digging up the Studio Ghibli/Miyazaki back catalogue, in the process Sprited Away was filed away as one of"	8.6	1
Mission: Impossible - Rogue Nation	"Having seen the previous four 'Mission Impossible' films, I have to admit that none of them impressed me to the degree that I had hoped. I guess my expectations for action thrillers centering on secret agents were set too high because I saw the 'Bourne' trilogy and Daniel Craig's James Bond films first. The first three 'MI' films all seemed a little too slow, cheesy or convoluted on my first viewing. The fourth one was pretty good, even if the story does feel a little forgettableSo, where does that bring me for the fifth entry of the franchise? My expectationsAll I can say is Thank You!!! This is what I want to see when I go to the movies looking to enjoy a good summer blockbuster!!! Man, talk about a fun ride. It was humorous, exciting, thrilling, suspenseful, and well worth the price of admission.Tom Cruise really gets it when it comes to entertaining your average moviegoer and he doesn't disappoint. But the truth is, no one disappoints in this summer flick. All parties brought their 'A' game and played their part perfectly. The female lead (Rebecca Ferguson) really held her own alongside Ethan Hunt and the crew andYou would think that after five films this would have become a tired premise, but the way that it takes on the spy genre as both an intelligent espionage thriller as well as a big-budget blockbuster makes it even better than the new James Bond films. It's exciting, slick, cool and fun, but this series, most of all in this film, has got an amazingly inexhaustible energy to it that makes it so brilliant.Let's start, then, with the main attraction of this film: the action. Simply, it's stunning. There are five separate big action sequences here, each lasting around tenI saw this film on an IMAX screen and I'm glad I did. Although IMAX cameras were not used in the filming, I think the larger screen creates a more immersive experience and the sound was spectacular. But this film would be great in any format.""Mission Impossible: Rogue Nation"" is one of the best action films I have ever seen. The story is clever and action packed. The photography is amazing and the music is fantastic.Much has been made of the stunt work, especially that done by Tom Cruise himself. It did not disappoint. And the action and chase sequencesMe and a friend again had the opportunity to see an early screening of the movie 'Mission: Impossible - Rogue Nation'. One word. Excellent. Everything about that movie was just perfect! It had the right amount of every element that would make a movie simply brilliant! This sequel for me, was definitely the best Mission movie yet. And at the same time it recalls so many details from the first mission impossible movie. And most of all the action. WOW. Every action scene in this movie was breath taking and there will be moments when you would just want to"	7.4	0
It's Christmas, Eve	Eve Morgan, is a school superintendent whose next job is in her hometown. Her neighbour, Liam, happens to be the music teacher in the high school and head of the Christmas show. Having herself a musical past, but having no other choice she decides to shut down the music and art program. After spending time with Liam, and this case hitting close to home they both find another solution to their problem.I was a little hesitant about this movie: I saw Tyler in another movie a few days ago and I wasn't convinced and I honestly didn't know anything aboutI have just finishedI really saw this movie with low expectations and for a Hallmark movie? It was actually decent and fun for what it is plus the acting was quite good to say the least and some of music was also prettyI'm not big on the more music focused Hallmark movies and I always have very low expectations of singers acting but I was very pleasantly surprised by this. Leann Rimes' acting was a bit stiff but definitelyI was pleasantly surprised	6.2	0
Fantastic Beasts: The Crimes of Grindelwald	"Let me start off by saying that I am a big Harry Potter fan; I loved all 8 HP movies, and really liked the 1st installment of Newt's adventures as well. This movie just didn't really do the trick for me. There was absolutely nothing to complain about visually; the movie was even more stunning than the first one, with even more beautifully designed 'Beasts'. And as many other people have mentioned, as a Harry Potter fan, you just can't hate this movie. Where Fantastic Beasts and Where to Find Them only contained a handful amount of references to theAs both a lover of the Harry Potter Universe and a lover of movie going, I was thoroughly disappointed, even angry with this movie. While the visuals are as magical as ever, it's clear that the filmmakers are so distracted by trying to build a franchise that they're forgetting to actually tell a good story! The chemistry between our main four heroes was diluted by so many new characters being introduced. With so many new people and also so many questions for our old heroes, there wasn't enough time for any kind of (explainable) character development or for the viewersThis film hurts. It is so bad that I am confused. What did I just see? What happend?Where are the fantastic beasts? What are the crimes of Grindelwald? This is not magic, it's CGI. It lost that essential taste of friendship and bond between charactersThis movie was definitely more in line with the spirit of where the series is heading-the first Fantastic Beasts was a little fluffy. I liked the tone, I liked the pacing and the backstories. I liked the expositions of new characters. I am super interested to learn more about how Nagini's story will her to being the right hand man of Voldemort. I felt like a couple lines were forced, such as ""Grindelwald doesn't value that which is simple."" I get that it was a recall to what Dumbledore says about Voldemort to Harry, but I felt like there was"	7.0	0
The Predator	"Like everybody else back in 1987, I was really impressed by Predator. It was pretty simple and straightforward movie, but it introduced a pretty neat and unique concept and, well, there was something special about the atmosphere. ""...the jungle... it just came alive and took him."" It was awesome. Unfortunately, sequel suffered from some seriously poor writing, while Aliens versus Predator franchise turned out to be a complete disaster. Everybody knows that and everybody wanted Predator franchise to return to its former glory one day. That's why I had some hope for this one. I seriously did. That's why IInstead of a predator movie all we got is to see a mediocre action comedy movie with the predator storyline being more ofIt was like watching a sequel in a franchise when there's been 10 previous films and they were out of ideas. The location was wrong, the characters were wrong, the story was wrong, everything was wrong. It was very childish, every line in the film was trying to be funny. A kid had a major role...really? A kid? I thought I was watching a Disney film. The CGI was terrible, I felt I was watching a cheap TV series. It was funny at some points but it really is a bad film overall. The real Predator looked amazing, great suitThis the 6th. Predator film which following the events of the master piece Predator (1987), Predator 2 (1990), and is a prequel to the Predators (2010). And its franchise includes Alien vs. Predator (2004) and Aliens vs. Predator: Requiem (2007).    The Predator (2018) is directed by Shane Black who played the role, a radio guy of the rescue unit, Rick Hawkins in Predator (1987). And he should be remained in that role, should not make this meaningless sequel to the master piece.    Besides this, another surprise for movie goers from 1980s is that theWhat a train wreck of a movie!! Absolute garbage.  Dumbass story, crap actors, one stupid decision after another, really generic and bad background score. This was disrespectful of the predator franchise. Forget the first two movies (this isn't even on the same continent as far as quality is concerned), even the AVP series was better.  And the jokes...OH MY GOD THE JOKES...totally forced and lameass. Anyone with even a shred of attachment to the legit classic that the first Pred movie was, kindly save yourself the trauma and avoid this one.Shane black - can you please not direct"	5.7	0
Aan Devathai		7.5	0
